,perf,Model,Shuffled,layer_num,Exp
141,0.11681287980576043,GPT2-XL,shuffled,47,243
144,0.12202912277026935,GPT2-XL,shuffled,48,243
294,0.028627898112646332,GPT2-XL-mp,shuffled,0,243
297,0.07098404635349172,GPT2-XL-mp,shuffled,1,243
300,0.0786475866436908,GPT2-XL-mp,shuffled,2,243
303,0.07995025645509368,GPT2-XL-mp,shuffled,3,243
306,0.07745014832614937,GPT2-XL-mp,shuffled,4,243
309,0.07560751281379967,GPT2-XL-mp,shuffled,5,243
312,0.07467135269872645,GPT2-XL-mp,shuffled,6,243
315,0.07446510576709758,GPT2-XL-mp,shuffled,7,243
318,0.07066951808132903,GPT2-XL-mp,shuffled,8,243
321,0.06996234358574281,GPT2-XL-mp,shuffled,9,243
324,0.06762242606194911,GPT2-XL-mp,shuffled,10,243
327,0.0679071529892661,GPT2-XL-mp,shuffled,11,243
330,0.07065159534035458,GPT2-XL-mp,shuffled,12,243
333,0.07124751673993368,GPT2-XL-mp,shuffled,13,243
336,0.06805234699156186,GPT2-XL-mp,shuffled,14,243
339,0.06987380777348069,GPT2-XL-mp,shuffled,15,243
342,0.07073677091009577,GPT2-XL-mp,shuffled,16,243
345,0.07030453877789672,GPT2-XL-mp,shuffled,17,243
348,0.06748592664863311,GPT2-XL-mp,shuffled,18,243
351,0.06745101842575207,GPT2-XL-mp,shuffled,19,243
354,0.07043348688921414,GPT2-XL-mp,shuffled,20,243
357,0.07052715072126574,GPT2-XL-mp,shuffled,21,243
360,0.07368027081009294,GPT2-XL-mp,shuffled,22,243
363,0.07666718850065339,GPT2-XL-mp,shuffled,23,243
366,0.07759315672583987,GPT2-XL-mp,shuffled,24,243
369,0.0788888814821151,GPT2-XL-mp,shuffled,25,243
372,0.08153904975674454,GPT2-XL-mp,shuffled,26,243
375,0.08278049199529043,GPT2-XL-mp,shuffled,27,243
378,0.08368468663956213,GPT2-XL-mp,shuffled,28,243
381,0.08561743155274343,GPT2-XL-mp,shuffled,29,243
384,0.08533386070978653,GPT2-XL-mp,shuffled,30,243
387,0.08698233187491643,GPT2-XL-mp,shuffled,31,243
390,0.08866590943182949,GPT2-XL-mp,shuffled,32,243
393,0.08935166153978545,GPT2-XL-mp,shuffled,33,243
396,0.09130480293831644,GPT2-XL-mp,shuffled,34,243
399,0.09297280203613952,GPT2-XL-mp,shuffled,35,243
402,0.09357821270547058,GPT2-XL-mp,shuffled,36,243
405,0.09538319433909442,GPT2-XL-mp,shuffled,37,243
408,0.09525201605064744,GPT2-XL-mp,shuffled,38,243
411,0.09692477706206472,GPT2-XL-mp,shuffled,39,243
414,0.09792217816236748,GPT2-XL-mp,shuffled,40,243
417,0.09952758037706995,GPT2-XL-mp,shuffled,41,243
420,0.09956515021965749,GPT2-XL-mp,shuffled,42,243
423,0.10062010092018041,GPT2-XL-mp,shuffled,43,243
426,0.10143484775262952,GPT2-XL-mp,shuffled,44,243
429,0.1033914114523291,GPT2-XL-mp,shuffled,45,243
432,0.10285892088425756,GPT2-XL-mp,shuffled,46,243
435,0.10416218965102247,GPT2-XL-mp,shuffled,47,243
438,0.10630951871366999,GPT2-XL-mp,shuffled,48,243
588,0.05131724814608404,GPT2-XL-sp,shuffled,0,243
591,0.09001295546732234,GPT2-XL-sp,shuffled,1,243
594,0.09486082478244161,GPT2-XL-sp,shuffled,2,243
597,0.09526703886570075,GPT2-XL-sp,shuffled,3,243
600,0.08986725417967557,GPT2-XL-sp,shuffled,4,243
603,0.08811743918278005,GPT2-XL-sp,shuffled,5,243
606,0.0861833975583083,GPT2-XL-sp,shuffled,6,243
609,0.08570910914650835,GPT2-XL-sp,shuffled,7,243
612,0.08228448753497423,GPT2-XL-sp,shuffled,8,243
615,0.0816262198685526,GPT2-XL-sp,shuffled,9,243
618,0.07841139023511515,GPT2-XL-sp,shuffled,10,243
621,0.07826232065565128,GPT2-XL-sp,shuffled,11,243
624,0.0801352469624926,GPT2-XL-sp,shuffled,12,243
627,0.07965793631221224,GPT2-XL-sp,shuffled,13,243
630,0.07681368452418481,GPT2-XL-sp,shuffled,14,243
633,0.07851452137751494,GPT2-XL-sp,shuffled,15,243
636,0.07916395570098533,GPT2-XL-sp,shuffled,16,243
639,0.07801317538371705,GPT2-XL-sp,shuffled,17,243
642,0.07510455044767714,GPT2-XL-sp,shuffled,18,243
645,0.07393778628305497,GPT2-XL-sp,shuffled,19,243
648,0.07496851505776829,GPT2-XL-sp,shuffled,20,243
651,0.07477199887600139,GPT2-XL-sp,shuffled,21,243
654,0.0786794954187144,GPT2-XL-sp,shuffled,22,243
657,0.0809463878597263,GPT2-XL-sp,shuffled,23,243
660,0.08095306630872325,GPT2-XL-sp,shuffled,24,243
663,0.08242023612218415,GPT2-XL-sp,shuffled,25,243
666,0.08515925686754798,GPT2-XL-sp,shuffled,26,243
669,0.08647472163936903,GPT2-XL-sp,shuffled,27,243
672,0.08712227256481063,GPT2-XL-sp,shuffled,28,243
675,0.08922388050096662,GPT2-XL-sp,shuffled,29,243
678,0.08992705460105473,GPT2-XL-sp,shuffled,30,243
681,0.09189239798487664,GPT2-XL-sp,shuffled,31,243
684,0.09476475463916538,GPT2-XL-sp,shuffled,32,243
687,0.09605511012315615,GPT2-XL-sp,shuffled,33,243
690,0.09840870989022403,GPT2-XL-sp,shuffled,34,243
693,0.10039835416238264,GPT2-XL-sp,shuffled,35,243
696,0.100977786095009,GPT2-XL-sp,shuffled,36,243
699,0.10242762069970242,GPT2-XL-sp,shuffled,37,243
702,0.10162638205187662,GPT2-XL-sp,shuffled,38,243
705,0.10286777072404875,GPT2-XL-sp,shuffled,39,243
708,0.10344036665474017,GPT2-XL-sp,shuffled,40,243
711,0.10493727542870024,GPT2-XL-sp,shuffled,41,243
714,0.10528131559659563,GPT2-XL-sp,shuffled,42,243
717,0.10606924465603788,GPT2-XL-sp,shuffled,43,243
720,0.10667849813751028,GPT2-XL-sp,shuffled,44,243
723,0.10806754357423103,GPT2-XL-sp,shuffled,45,243
726,0.10749951510965255,GPT2-XL-sp,shuffled,46,243
729,0.1083682760289462,GPT2-XL-sp,shuffled,47,243
732,0.11590021357062164,GPT2-XL-sp,shuffled,48,243
