,perf,Model,Shuffled,layer_num,Exp
759,0.14946069338460724,GPT2-XL-sp,,8,243
762,0.1491218353476847,GPT2-XL-sp,,9,243
765,0.1478762473101737,GPT2-XL-sp,,10,243
768,0.1504490948293954,GPT2-XL-sp,,11,243
771,0.15464481674508687,GPT2-XL-sp,,12,243
774,0.15903006357787397,GPT2-XL-sp,,13,243
777,0.15994443545222292,GPT2-XL-sp,,14,243
780,0.16162312135435472,GPT2-XL-sp,,15,243
783,0.16207839164493315,GPT2-XL-sp,,16,243
786,0.1597968460625164,GPT2-XL-sp,,17,243
789,0.15767398607350055,GPT2-XL-sp,,18,243
792,0.15608603635651414,GPT2-XL-sp,,19,243
795,0.15196941496916105,GPT2-XL-sp,,20,243
798,0.1511025310046276,GPT2-XL-sp,,21,243
801,0.15131056926520725,GPT2-XL-sp,,22,243
804,0.1522445277155704,GPT2-XL-sp,,23,243
807,0.1502101947344999,GPT2-XL-sp,,24,243
810,0.14905916338928754,GPT2-XL-sp,,25,243
813,0.14825153369233665,GPT2-XL-sp,,26,243
816,0.14777918593818584,GPT2-XL-sp,,27,243
819,0.14699828920680855,GPT2-XL-sp,,28,243
822,0.14924008255489704,GPT2-XL-sp,,29,243
825,0.14880744099154833,GPT2-XL-sp,,30,243
828,0.14875261230353473,GPT2-XL-sp,,31,243
831,0.14982340369404284,GPT2-XL-sp,,32,243
834,0.15168985244633038,GPT2-XL-sp,,33,243
837,0.15309309545106972,GPT2-XL-sp,,34,243
840,0.15324621507522185,GPT2-XL-sp,,35,243
843,0.1515805513263253,GPT2-XL-sp,,36,243
846,0.15086879610487772,GPT2-XL-sp,,37,243
849,0.15003182219100228,GPT2-XL-sp,,38,243
852,0.1480905717473184,GPT2-XL-sp,,39,243
855,0.14680801008931924,GPT2-XL-sp,,40,243
858,0.14546260044124967,GPT2-XL-sp,,41,243
861,0.14523298379374164,GPT2-XL-sp,,42,243
864,0.14504902097808464,GPT2-XL-sp,,43,243
867,0.14314209823778215,GPT2-XL-sp,,44,243
870,0.1414187338199965,GPT2-XL-sp,,45,243
873,0.1400420316185812,GPT2-XL-sp,,46,243
876,0.13853447566324123,GPT2-XL-sp,,47,243
879,0.13766361355329446,GPT2-XL-sp,,48,243
